assists,champLevel,championName,deaths,detectorWardsPlaced,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,inhibitorsLost,kills,magicDamageDealt,magicDamageDealtToChampions,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,sightWardsBoughtInGame,teamId,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,turretsLost,visionScore,wardsKilled,wardsPlaced,win,match_id,tier
5,13,Karma,8,1,False,False,8136,2,2,88562,14985,1,13894,920,14123,25,0,200,MIDDLE,106395,17341,136,3938,1435,10,25,1,12,False,EUW1_7753371670,Challenger
3,14,Vayne,10,2,False,False,13512,2,4,18238,1950,20,133657,15876,16282,7,0,200,BOTTOM,172080,22774,251,20184,4947,10,18,5,11,False,EUW1_7753371670,Challenger
6,13,Lulu,4,6,False,False,7992,2,3,24662,7120,0,7151,1693,9401,5950,0,200,UTILITY,37123,10151,51,5309,1337,10,95,9,40,False,EUW1_7753371670,Challenger
8,18,Renekton,0,3,False,False,12202,0,6,7892,2758,4,126253,14540,12198,6557,0,100,TOP,136910,17450,217,2765,150,1,38,8,9,True,EUW1_7752072478,Challenger
9,15,Aatrox,4,4,False,False,11855,0,6,10168,985,181,149876,9197,22640,3592,0,100,JUNGLE,243498,11068,9,83452,885,1,29,5,6,True,EUW1_7752072478,Challenger
10,14,Ziggs,1,0,False,False,10683,0,2,118371,21045,0,10148,672,1729,907,0,100,MIDDLE,138008,22417,192,9488,699,1,16,1,9,True,EUW1_7752072478,Challenger
7,15,Aphelios,4,0,False,False,17125,0,11,9562,2170,16,210640,27962,13783,29,0,100,BOTTOM,240677,30293,230,20475,161,1,22,5,6,True,EUW1_7752072478,Challenger
17,12,Thresh,4,11,False,False,8811,0,2,9105,5426,0,3585,744,13953,7068,0,100,UTILITY,14636,6177,32,1945,6,1,96,11,45,True,EUW1_7752072478,Challenger
1,15,Aurora,5,3,False,False,9158,3,2,95703,20687,0,17867,2316,17479,7033,0,200,TOP,121338,24355,201,7768,1352,11,36,5,12,False,EUW1_7752072478,Challenger
3,13,Ambessa,8,3,False,False,9764,3,4,0,0,150,141988,13305,16486,539,0,200,JUNGLE,191256,14731,13,49267,1426,11,26,5,5,False,EUW1_7752072478,Challenger
6,15,Karma,3,3,False,False,8510,3,1,108578,17380,0,18438,557,7662,25,0,200,MIDDLE,128676,19501,213,1659,1564,11,28,2,14,False,EUW1_7752072478,Challenger
5,13,Jinx,3,3,False,False,13131,3,5,638,578,0,157990,24392,12822,3494,0,200,BOTTOM,166626,25129,251,7997,158,11,31,11,10,False,EUW1_7752072478,Challenger
9,11,Blitzcrank,8,5,False,False,6906,3,1,7609,5338,0,6360,3554,12089,922,0,200,UTILITY,16455,8951,33,2485,58,11,80,11,29,False,EUW1_7752072478,Challenger
5,16,Kennen,7,1,False,False,11726,2,3,151406,18925,0,25489,2776,16303,6340,0,100,TOP,194380,22537,249,17484,835,10,21,4,6,False,EUW1_7727998454,Challenger
6,15,Aatrox,7,0,False,False,11079,2,5,10510,2080,161,148287,13019,20643,6670,0,100,JUNGLE,235948,16631,25,77149,1531,10,23,3,9,False,EUW1_7727998454,Challenger
4,16,Kled,5,0,False,False,12905,2,5,1492,1492,4,151114,11894,24742,7,0,100,MIDDLE,154201,13425,252,1595,38,10,15,2,6,False,EUW1_7727998454,Challenger
4,14,MissFortune,8,0,False,False,14618,2,5,716,457,0,149723,19008,11676,685,0,100,BOTTOM,154146,19882,244,3706,416,10,14,1,9,False,EUW1_7727998454,Challenger
9,12,Nami,10,2,False,False,7966,2,3,11024,6255,0,4147,1034,11275,3838,0,100,UTILITY,19277,7289,11,4105,0,10,52,5,18,False,EUW1_7727998454,Challenger
5,16,Gangplank,6,0,False,False,13956,0,4,6821,2612,20,210378,12702,12485,1021,0,200,TOP,229679,18572,203,12478,3257,5,19,0,11,True,EUW1_7727998454,Challenger
11,17,Gwen,3,2,False,False,14493,0,8,131850,26283,180,37294,2408,21095,907,0,200,JUNGLE,292258,33666,36,123116,4974,5,26,1,5,True,EUW1_7727998454,Challenger
5,17,Zed,3,1,False,False,14331,0,7,9553,1699,0,176609,24519,12939,5490,0,200,MIDDLE,188560,27561,245,2397,1342,5,15,1,6,True,EUW1_7727998454,Challenger
6,14,Katarina,6,0,False,False,18254,0,17,77954,15761,8,93521,23818,20529,20,0,200,BOTTOM,174915,41529,201,3439,1950,5,18,2,8,True,EUW1_7727998454,Challenger
23,14,Lulu,3,8,False,False,9916,0,1,24556,8292,0,6014,1245,8488,25,0,200,UTILITY,35575,12779,31,5003,3241,5,77,7,32,True,EUW1_7727998454,Challenger
7,18,Pyke,7,0,False,False,18250,0,6,0,0,0,164773,51509,12470,3788,0,100,,166700,52852,0,1927,1343,0,0,0,0,True,EUW1_7762146666,Challenger
4,13,Seraphine,6,0,False,False,9450,0,2,15077,11524,0,1557,1187,8022,3790,0,200,,16635,12711,0,0,0,0,0,0,0,False,EUW1_7762146666,Challenger
2,13,KogMaw,7,0,False,False,9750,0,4,62180,21982,0,2782,586,7810,5371,0,200,,65439,23046,0,477,477,0,0,0,0,False,EUW1_7762146666,Challenger
6,23,Thresh,11,0,False,False,11750,0,1,32874,16905,0,1692,713,14487,1627,0,200,,35034,18087,0,467,467,0,0,0,0,False,EUW1_7762146666,Challenger
2,18,Akshan,11,0,False,False,23350,0,10,9569,2181,0,209010,40136,17877,907,0,100,,251192,42930,0,32612,612,0,0,0,0,True,EUW1_7762146666,Challenger
7,15,Yuumi,6,0,False,False,11750,0,2,13256,13015,0,601,597,7558,29,0,200,,24653,24409,0,10796,10796,0,0,0,0,False,EUW1_7762146666,Challenger
8,18,Karma,7,0,False,False,21520,0,7,107204,45342,0,11275,2059,22491,782,0,100,,124086,52795,0,5606,5394,0,0,0,0,True,EUW1_7762146666,Challenger
5,18,Zilean,9,0,False,False,21500,0,8,132245,61997,0,636,454,23653,23,0,100,,134161,63730,0,1278,1278,0,0,0,0,True,EUW1_7762146666,Challenger
10,18,XinZhao,6,0,False,False,20860,0,10,86640,14309,0,244712,52601,25059,4471,0,100,,331353,66910,0,0,0,0,0,0,0,True,EUW1_7762146666,Challenger
7,18,Fizz,5,0,False,False,25350,0,15,340850,67389,0,140333,17673,20630,4199,0,100,,489312,93192,0,8129,8129,0,0,0,0,True,EUW1_7762146666,Challenger
14,18,Kaisa,6,0,False,False,23250,0,8,149400,13526,0,368515,42718,15967,977,0,100,,517919,56245,0,0,0,0,0,0,0,True,EUW1_7762146666,Challenger
1,16,Kassadin,6,0,False,False,11750,0,9,50639,27423,0,24686,8115,20227,3366,0,200,,76886,37100,0,1561,1561,0,0,0,0,False,EUW1_7762146666,Challenger
6,18,Galio,4,0,False,False,18960,0,12,74117,27046,0,22617,8810,15435,5995,0,100,,97546,36668,0,812,812,0,0,0,0,True,EUW1_7762146666,Challenger
2,15,Fizz,8,0,False,False,13250,0,7,97460,42343,0,15923,4909,24605,1157,0,200,,113383,47253,0,0,0,0,0,0,0,False,EUW1_7762146666,Challenger
5,16,Kaisa,6,0,False,False,13000,0,6,27923,3750,0,199776,27531,11917,3592,0,200,,356678,31939,0,128978,657,0,0,0,0,False,EUW1_7762146666,Challenger
5,16,Lissandra,8,0,False,False,12500,0,6,26355,17000,0,3684,780,12169,3157,0,200,,31231,18972,0,1191,1191,0,0,0,0,False,EUW1_7762146666,Challenger
4,16,Sylas,8,0,False,False,14667,0,9,71457,49893,0,12802,8092,25579,3366,0,200,,89997,63723,0,5738,5738,0,0,0,0,False,EUW1_7762103134,Challenger
1,15,Ryze,7,0,False,False,7700,0,5,46473,26808,0,7795,2076,14496,6046,0,200,,54268,28885,0,0,0,0,0,0,0,False,EUW1_7762103134,Challenger
6,17,Vi,5,0,False,False,11550,0,6,10799,2924,0,49543,15601,13984,4199,0,100,,79707,25368,0,19364,6842,0,0,0,0,True,EUW1_7762103134,Challenger
6,17,Velkoz,6,0,False,False,12750,0,6,40162,14268,0,3937,125,12813,977,0,100,,82151,29579,0,38050,15185,0,0,0,0,True,EUW1_7762103134,Challenger
4,14,JarvanIV,8,0,False,False,7450,0,2,2338,582,0,89092,14188,11914,4668,0,200,,102630,14770,0,11200,0,0,0,0,0,False,EUW1_7762103134,Challenger
11,18,Qiyana,6,0,False,False,16000,0,9,27845,8176,0,102194,33942,20011,22,0,100,,144929,54293,0,14889,12173,0,0,0,0,True,EUW1_7762103134,Challenger
7,18,Evelynn,11,0,False,False,16750,0,11,96635,43870,0,11188,893,23327,0,0,100,,107925,44866,0,102,102,0,0,0,0,True,EUW1_7762103134,Challenger
6,17,Varus,10,0,False,False,11800,0,9,86147,41639,0,61598,19913,13894,719,0,100,,154389,66386,0,6643,4834,0,0,0,0,True,EUW1_7762103134,Challenger
8,18,Kaisa,7,0,False,False,14400,0,9,76088,16796,0,151502,27615,15593,6316,0,100,,228455,45275,0,863,863,0,0,0,0,True,EUW1_7762103134,Challenger
3,18,XinZhao,8,0,False,False,11750,0,6,12832,3151,0,92126,33249,22050,1298,0,200,,108202,39531,0,3244,3129,0,0,0,0,False,EUW1_7762103134,Challenger
6,18,Zilean,6,0,False,False,10000,0,5,25852,24017,0,2711,574,13018,1665,0,200,,29502,25529,0,937,937,0,0,0,0,False,EUW1_7762103134,Challenger
5,16,Aatrox,5,0,False,False,12550,0,6,19239,11639,0,58063,31549,16267,4027,0,200,,77302,43189,0,0,0,0,0,0,0,False,EUW1_7762103134,Challenger
4,16,Urgot,7,0,False,False,10550,0,5,0,0,0,82929,26168,11763,7070,0,200,,84277,27515,0,1347,1347,0,0,0,0,False,EUW1_7762103134,Challenger
9,16,Maokai,7,0,False,False,11300,0,5,15700,12345,0,11871,4499,26540,6794,0,200,,28624,17898,0,1052,1052,0,0,0,0,False,EUW1_7762103134,Challenger
9,17,Skarner,5,0,False,False,12500,0,8,22037,13220,0,48232,26470,22903,3151,0,100,,70667,40086,0,397,394,0,0,0,0,True,EUW1_7762103134,Challenger
8,18,Zed,5,0,False,False,14750,0,10,3033,824,0,62346,31123,11926,3788,0,100,,71564,38132,0,6184,6184,0,0,0,0,True,EUW1_7762103134,Challenger
13,18,Sion,4,1,False,False,11585,0,1,55711,8691,0,100929,10852,23385,5840,0,100,TOP,161536,22100,241,4895,2556,6,25,0,9,True,EUW1_7760150852,Challenger
9,16,Aatrox,7,2,False,False,17605,0,18,12667,3709,172,189853,36327,38624,5840,0,100,JUNGLE,290989,43246,18,88467,3209,6,23,4,4,True,EUW1_7760150852,Challenger
9,16,Ahri,6,2,False,False,14847,0,8,114467,23999,0,21033,2702,14825,6759,0,100,MIDDLE,184166,32945,238,48664,6243,6,34,1,17,True,EUW1_7760150852,Challenger
12,16,Ashe,8,0,False,False,15079,0,5,3206,2723,0,154902,16714,10843,983,0,100,BOTTOM,176852,19592,250,18744,153,6,25,5,9,True,EUW1_7760150852,Challenger
24,15,Milio,7,3,False,False,9649,0,1,29170,8774,0,5026,1723,10376,1151,0,100,UTILITY,35474,10576,38,1277,78,6,92,8,34,True,EUW1_7760150852,Challenger
4,17,Olaf,5,1,False,False,11900,1,3,0,0,4,152183,13835,15384,4568,0,200,TOP,172993,20311,248,20810,6476,8,46,5,11,False,EUW1_7760150852,Challenger
9,17,Graves,7,3,False,False,14242,1,9,2168,1226,194,202134,31078,24390,28,0,200,JUNGLE,317054,35695,38,112753,3389,8,31,1,12,False,EUW1_7760150852,Challenger
6,16,Annie,8,0,False,False,12577,1,9,117873,25327,0,11139,1440,11687,7015,0,200,MIDDLE,132596,27885,195,3582,1117,8,18,5,3,False,EUW1_7760150852,Challenger
8,15,Ezreal,6,2,False,False,15706,1,7,35317,12705,8,177781,28984,20614,7,0,200,BOTTOM,218556,42943,245,5457,1253,8,32,2,11,False,EUW1_7760150852,Challenger
21,13,Rakan,7,4,False,False,10251,1,4,21499,14775,1,4179,2323,18645,3366,0,200,UTILITY,30991,19344,31,5312,2245,8,109,11,35,False,EUW1_7760150852,Challenger
8,16,Skarner,1,2,False,False,9326,0,6,27404,5497,0,61317,8185,15419,29,0,100,TOP,93855,14282,154,5133,600,3,25,0,10,True,EUW1_7760124158,Challenger
9,16,Taliyah,1,5,False,False,14599,0,12,206876,21818,180,12746,1536,7570,654,0,100,JUNGLE,283022,25429,28,63400,2074,3,29,2,9,True,EUW1_7760124158,Challenger
7,14,Pantheon,5,0,False,False,8876,0,6,1710,185,0,91853,17547,11592,4982,0,100,MIDDLE,95818,18463,142,2254,730,3,15,0,8,True,EUW1_7760124158,Challenger
5,15,Jhin,0,1,False,False,13640,0,4,7625,669,1,167002,9196,8092,641,0,100,BOTTOM,181304,9929,254,6676,62,3,16,2,8,True,EUW1_7760124158,Challenger
14,12,Sona,3,0,False,False,7873,0,2,17234,5676,0,2717,1258,7220,5486,0,100,UTILITY,22318,6935,18,2367,0,3,69,7,31,True,EUW1_7760124158,Challenger
0,13,Malphite,12,0,False,False,7258,1,1,38460,6216,0,38012,4171,15877,4969,0,200,TOP,84276,11001,138,7803,613,8,11,0,5,False,EUW1_7760124158,Challenger
2,13,Nocturne,3,3,False,False,10544,1,6,1764,752,155,127790,7996,14008,3366,0,200,JUNGLE,205007,9986,28,75452,1236,8,19,0,6,False,EUW1_7760124158,Challenger
4,13,Orianna,8,0,False,False,7593,1,1,82656,14047,0,9128,671,11788,660,0,200,MIDDLE,100011,14719,170,8227,0,8,21,4,8,False,EUW1_7760124158,Challenger
1,13,Caitlyn,4,0,False,False,9375,1,0,1509,404,0,130136,10315,9397,6956,0,200,BOTTOM,133955,10925,226,2309,205,8,18,5,5,False,EUW1_7760124158,Challenger
5,11,Bard,3,6,False,False,7035,1,2,14910,7649,0,13121,5183,7429,5950,0,200,UTILITY,30465,13491,44,2433,658,8,81,7,32,False,EUW1_7760124158,Challenger
11,18,Teemo,5,1,False,False,14386,0,7,123756,27010,12,30301,3256,12570,642,0,100,TOP,183690,31019,228,29632,753,5,30,3,11,True,EUW1_7760094307,Challenger
12,17,Gwen,3,0,False,False,13506,0,5,84725,13745,204,44403,2140,19262,744,0,100,JUNGLE,289513,18462,29,160382,2576,5,30,6,7,True,EUW1_7760094307,Challenger
11,17,Zed,3,0,False,False,14815,0,8,10279,2823,11,178626,30929,13344,6063,0,100,MIDDLE,194810,35526,223,5904,1773,5,14,1,5,True,EUW1_7760094307,Challenger
14,15,Jhin,7,0,False,False,14893,0,8,10930,2155,4,166731,25062,11412,7049,0,100,BOTTOM,181992,27253,215,4330,36,5,24,4,9,True,EUW1_7760094307,Challenger
19,15,Neeko,3,8,False,False,10806,0,5,57493,24460,0,9932,2716,13953,5950,0,100,UTILITY,73768,27176,63,6342,0,5,100,10,43,True,EUW1_7760094307,Challenger
4,16,Jax,7,0,False,False,11481,1,2,89595,7627,4,38786,2648,11054,6481,0,200,TOP,131095,10276,193,2713,0,9,20,0,12,False,EUW1_7760094307,Challenger
13,15,Shen,5,0,False,False,11675,1,1,48210,3856,175,97412,6762,18478,3366,0,200,JUNGLE,250646,11664,42,105022,1045,9,28,10,3,False,EUW1_7760094307,Challenger
3,15,Akali,5,0,False,False,11290,1,6,129749,21711,0,17134,1186,19619,3172,0,200,MIDDLE,167830,24122,227,20946,1225,9,16,0,6,False,EUW1_7760094307,Challenger
3,15,Samira,8,0,False,False,16559,1,12,15617,4432,0,158275,33369,18420,907,0,200,BOTTOM,177981,39307,238,4088,1505,9,24,4,15,False,EUW1_7760094307,Challenger
15,14,Zilean,8,1,False,False,7893,1,0,6366,2903,0,4263,834,23815,29,0,200,UTILITY,12800,3737,27,2170,0,9,74,7,35,False,EUW1_7760094307,Challenger
5,13,Soraka,10,0,False,False,8045,0,1,22377,10125,0,2656,1147,21724,7052,0,200,,30120,15623,1,5085,4350,0,0,0,0,False,EUW1_7759163706,Challenger
1,13,Thresh,7,0,False,False,7550,0,9,40150,26392,0,7286,3779,22801,4026,0,200,,50647,33113,0,3210,2941,0,0,0,0,False,EUW1_7759163706,Challenger
0,17,Shen,6,0,False,False,12125,0,14,40629,31197,0,61735,24147,40459,3366,0,100,,104217,57198,1,1852,1852,0,0,0,0,True,EUW1_7759163706,Challenger
10,17,Udyr,15,0,False,False,11125,0,0,49615,17134,0,54821,12930,19345,3151,0,100,,140053,39198,1,35616,9134,0,0,0,0,True,EUW1_7759163706,Challenger
2,18,Smolder,10,0,False,False,16345,0,11,13954,7972,0,190643,58463,37979,5918,0,100,,359817,192308,1,155218,125872,0,0,0,0,True,EUW1_7759163706,Challenger
7,18,Malphite,6,0,False,False,19370,0,7,30326,21937,0,102431,27899,28377,29,0,100,,214858,78418,2,82101,28580,0,0,0,0,True,EUW1_7759163706,Challenger
3,14,Jhin,11,0,False,False,8710,0,1,3452,2845,0,37803,17272,19574,5919,0,200,,42040,20904,0,785,785,0,0,0,0,False,EUW1_7759163706,Challenger
9,18,Volibear,3,0,False,False,16780,0,17,72778,22814,0,248487,75801,35025,7091,0,100,,321266,98615,0,0,0,0,0,0,0,True,EUW1_7759163706,Challenger
16,18,DrMundo,2,0,False,False,20430,0,11,66109,30726,0,142059,59636,40992,6223,0,100,,210177,92370,2,2007,2007,0,0,0,0,True,EUW1_7759163706,Challenger
4,17,Shaco,5,0,False,False,12855,0,6,50754,34309,0,34942,6212,18303,564,0,100,,88049,42874,1,2352,2352,0,0,0,0,True,EUW1_7759163706,Challenger
1,14,Shaco,6,0,False,False,7575,0,7,36901,24969,0,15622,2520,12700,6271,0,200,,62847,35444,1,10322,7954,0,0,0,0,False,EUW1_7759163706,Challenger
1,13,TahmKench,6,0,False,False,7755,0,4,16141,9433,0,23373,10419,18214,6483,0,200,,40255,20589,1,740,736,0,0,0,0,False,EUW1_7759163706,Challenger
4,13,Milio,6,0,False,False,7315,0,1,20483,11464,0,10734,5090,11893,7067,0,200,,33065,17830,1,1847,1275,0,0,0,0,False,EUW1_7759163706,Challenger
5,16,JarvanIV,5,0,False,False,10800,0,11,6422,5037,0,109174,41694,21619,2074,0,200,,127602,58736,0,12004,12004,0,0,0,0,False,EUW1_7759163706,Challenger
7,16,Jax,6,0,False,False,12850,0,5,10713,6108,0,72790,24223,17145,6948,0,200,,100863,43041,2,17359,12708,0,0,0,0,False,EUW1_7759163706,Challenger
4,17,Sett,8,0,False,False,10605,0,4,0,0,0,128461,29503,37203,6215,0,100,,168805,69094,1,40344,39591,0,0,0,0,True,EUW1_7759163706,Challenger
4,12,Akali,2,2,False,True,6073,0,1,49706,7392,0,10427,1262,3705,15,0,100,TOP,67752,9053,137,7617,399,0,9,0,6,True,EUW1_7753415757,Challenger
4,11,Darius,0,2,False,True,7824,0,6,138,0,119,89702,7127,10617,3366,0,100,JUNGLE,150653,10083,17,60813,2956,0,13,1,5,True,EUW1_7753415757,Challenger
0,12,Yasuo,1,0,False,True,7862,0,6,11874,761,11,78173,7771,5715,29,0,100,MIDDLE,93502,9115,147,3454,582,0,8,0,5,True,EUW1_7753415757,Challenger
9,10,Xayah,2,0,False,True,9044,0,7,1611,448,0,74984,17701,6897,23,0,100,BOTTOM,77777,18150,128,1181,0,0,13,3,4,True,EUW1_7753415757,Challenger
16,9,Lulu,1,4,False,True,5968,0,2,8929,5354,0,3242,2128,5184,21,0,100,UTILITY,14222,7482,15,2049,0,0,33,2,18,True,EUW1_7753415757,Challenger
1,11,Malphite,2,0,False,True,4526,0,1,20586,7739,0,16694,1478,3665,6283,0,200,TOP,38701,9218,92,1420,0,3,9,1,4,False,EUW1_7753415757,Challenger
2,8,Zaahen,6,0,False,True,4586,0,0,2843,254,82,48092,6968,13504,3798,0,200,JUNGLE,85378,7330,7,34443,107,3,8,2,1,False,EUW1_7753415757,Challenger
2,10,Galio,5,1,False,True,4901,0,1,53993,6940,0,3214,98,9740,23,0,200,MIDDLE,57208,7038,115,0,0,3,11,0,6,False,EUW1_7753415757,Challenger
1,8,Yunara,6,0,False,True,6063,0,3,7402,2740,0,21418,6116,9491,7084,0,200,BOTTOM,28881,8897,97,60,40,3,13,2,6,False,EUW1_7753415757,Challenger
3,8,Rakan,3,2,False,True,4512,0,1,5232,2860,0,4823,1753,6479,7084,0,200,UTILITY,12537,4749,38,2480,135,3,28,5,11,False,EUW1_7753415757,Challenger
15,18,MissFortune,3,0,False,False,28510,0,12,54198,29061,0,101547,33413,21425,6908,0,100,,155753,62475,1,7,0,0,0,0,0,True,EUW1_7750591377,Challenger
7,18,Kassadin,8,0,False,False,27800,0,17,119581,60704,0,32488,13616,30746,6638,0,100,,152909,75160,0,840,840,0,0,0,0,True,EUW1_7750591377,Challenger
2,15,Rumble,7,0,False,False,10970,0,2,52322,20168,0,20508,2602,18400,1116,0,200,,72835,22771,0,4,0,0,0,0,0,False,EUW1_7750591377,Challenger
1,12,Swain,5,0,False,False,6350,0,0,8068,1665,0,2238,242,11457,3398,0,200,,13990,5591,0,3684,3682,0,0,0,0,False,EUW1_7750591377,Challenger
4,17,Bard,5,0,False,False,13250,0,8,20908,15005,0,4030,3087,19960,744,0,200,,27172,20316,0,2233,2222,0,0,0,0,False,EUW1_7750591377,Challenger
4,18,Morgana,8,0,False,False,14000,0,6,33124,33115,0,3091,3065,21508,4025,0,100,,43990,43955,0,7773,7773,0,0,0,0,True,EUW1_7750591377,Challenger
1,12,Vex,6,0,False,False,6700,0,2,19399,8649,0,4312,967,4020,6506,0,200,,27420,13005,0,3708,3387,0,0,0,0,False,EUW1_7750591377,Challenger
2,12,XinZhao,7,0,False,False,6700,0,1,853,435,0,27326,11156,3723,3354,0,200,,30777,14189,0,2596,2596,0,0,0,0,False,EUW1_7750591377,Challenger
6,17,Varus,6,0,False,False,11750,0,5,26742,15422,0,18960,11961,22206,1213,0,200,,45703,27383,0,0,0,0,0,0,0,False,EUW1_7750591377,Challenger
4,18,Fiora,10,0,False,False,14690,0,4,742,622,0,45821,16593,22976,1295,0,100,,84841,37630,0,38278,20414,0,0,0,0,True,EUW1_7750591377,Challenger
0,12,Katarina,5,0,False,False,6156,0,2,37454,8976,0,11672,1700,9691,29,0,200,,51972,13522,0,2845,2845,0,0,0,0,False,EUW1_7750591377,Challenger
18,18,Senna,5,0,False,False,23394,0,6,27573,11203,0,135882,45937,18209,3366,0,100,,163455,57141,0,0,0,0,0,0,0,True,EUW1_7750591377,Challenger
6,18,Jhin,6,0,False,False,25125,0,18,11646,3853,0,197199,89816,14494,6796,0,100,,224850,93909,0,16004,240,0,0,0,0,True,EUW1_7750591377,Challenger
2,15,Seraphine,8,0,False,False,9250,0,3,20648,11028,0,3936,1305,13575,3583,0,200,,24584,12333,0,0,0,0,0,0,0,False,EUW1_7750591377,Challenger
2,18,Yasuo,11,0,False,False,19760,0,14,2050,815,0,153051,48896,25706,3153,0,100,,155587,50192,1,485,479,0,0,0,0,True,EUW1_7750591377,Challenger
14,18,Sejuani,6,0,False,False,19750,0,2,23103,12694,0,34580,19842,46304,6749,0,100,,57683,32537,0,0,0,0,0,0,0,True,EUW1_7750591377,Challenger
9,18,Zed,13,0,False,False,15734,0,3,19900,11965,0,79528,28670,9323,29,0,100,,99428,40635,0,0,0,0,0,0,0,True,EUW1_7747005468,Challenger
8,17,Lillia,10,0,False,False,11852,0,8,144684,117937,0,5467,1950,20631,5992,0,200,,170793,134272,0,20641,14384,0,0,0,0,False,EUW1_7747005468,Challenger
14,18,Anivia,8,0,False,False,22115,0,14,188779,105199,0,12758,3986,20075,6091,0,100,,233202,134295,0,31665,25108,0,0,0,0,True,EUW1_7747005468,Challenger
13,18,Diana,5,0,False,False,27043,0,17,327802,251522,0,17673,9348,25880,519,0,100,,349734,265129,0,4259,4259,0,0,0,0,True,EUW1_7747005468,Challenger
2,18,Naafiri,6,0,False,False,15378,0,12,0,0,0,213154,166047,13512,1626,0,100,,224977,166412,0,11822,364,0,0,0,0,True,EUW1_7747005468,Challenger
0,13,Zed,9,0,False,False,8268,0,7,4040,1394,0,79936,28606,7528,6893,0,200,,90637,32399,0,6661,2397,0,0,0,0,False,EUW1_7747005468,Challenger
2,13,DrMundo,7,0,False,False,7268,0,0,23690,15074,0,17189,5438,7888,7070,0,200,,40880,20512,0,0,0,0,0,0,0,False,EUW1_7747005468,Challenger
6,16,Garen,6,0,False,False,14503,0,11,0,0,0,33108,31589,5756,4553,0,200,,37491,35971,0,4382,4382,0,0,0,0,False,EUW1_7747005468,Challenger
11,16,Blitzcrank,5,0,False,False,13521,0,6,74966,24552,0,23985,4982,8408,2073,0,200,,98951,29534,0,0,0,0,0,0,0,False,EUW1_7747005468,Challenger
1,11,JarvanIV,5,0,False,False,4225,0,2,549,343,0,14807,5221,3336,4030,0,200,,17874,8082,0,2517,2517,0,0,0,0,False,EUW1_7747005468,Challenger
0,11,Thresh,4,0,False,False,4339,0,1,13270,6352,0,1195,482,2662,4030,0,200,,17807,10176,0,3341,3341,0,0,0,0,False,EUW1_7747005468,Challenger
15,18,Karma,14,0,False,False,21112,0,7,103457,65157,0,10824,5284,41193,5470,0,100,,134092,88103,0,19809,17661,0,0,0,0,True,EUW1_7747005468,Challenger
6,18,Nunu,7,0,False,False,25250,0,16,242400,131329,0,41430,21614,107727,4819,0,100,,306470,171876,0,22638,18932,0,0,0,0,True,EUW1_7747005468,Challenger
8,16,Nautilus,9,0,False,False,11866,0,8,79444,47354,0,23004,10425,30721,512,0,200,,107584,62913,0,5134,5134,0,0,0,0,False,EUW1_7747005468,Challenger
3,17,Viktor,12,0,False,False,11516,0,7,116292,50323,0,22758,3362,11968,871,0,100,,139050,53685,0,0,0,0,0,0,0,True,EUW1_7747005468,Challenger
7,17,Nunu,6,0,False,False,10858,0,4,65769,39010,0,14182,8161,19138,3366,0,100,,83905,50324,0,3953,3151,0,0,0,0,True,EUW1_7747005468,Challenger
2,17,Ambessa,8,4,False,False,12939,1,7,1003,1003,3,165895,21536,16505,4096,0,100,TOP,171213,22696,239,4315,156,10,32,6,8,False,EUW1_7761548212,Challenger
11,18,Aatrox,8,2,False,False,16263,1,10,13493,4470,191,228291,32089,17091,589,0,100,JUNGLE,330641,37555,36,88856,995,10,32,5,5,False,EUW1_7761548212,Challenger
12,16,Anivia,6,2,False,False,13410,1,6,173121,30076,0,9710,1193,17101,5463,0,100,MIDDLE,185655,31291,235,2823,22,10,33,4,14,False,EUW1_7761548212,Challenger
5,15,Zed,7,0,False,False,11945,1,4,5260,829,0,98997,15728,7432,6897,0,100,BOTTOM,105855,16904,181,1597,346,10,15,1,12,False,EUW1_7761548212,Challenger
12,12,Shaco,12,2,False,False,10485,1,5,8680,5258,0,20487,12802,11588,1425,0,100,UTILITY,35459,21614,33,6291,3554,10,110,10,44,False,EUW1_7761548212,Challenger
6,19,Jayce,6,0,False,False,15778,0,8,20464,5414,4,233611,20366,18727,3582,0,200,TOP,259519,27442,292,5444,1661,3,25,5,11,True,EUW1_7761548212,Challenger
14,18,DrMundo,6,2,False,False,17798,0,12,75175,15473,223,129601,21490,38986,29,0,200,JUNGLE,354925,40346,24,150148,3382,3,35,6,5,True,EUW1_7761548212,Challenger
18,17,Viktor,8,6,False,False,14520,0,7,196848,36895,0,9709,1375,17796,7051,0,200,MIDDLE,222126,40023,244,15569,1751,3,39,3,18,True,EUW1_7761548212,Challenger
14,16,Lux,7,0,False,False,15179,0,10,148066,26295,2,11798,1573,14436,6904,0,200,BOTTOM,165106,30435,209,5241,2566,3,24,4,11,True,EUW1_7761548212,Challenger
29,14,Rell,5,7,False,False,11159,0,4,19850,9362,1,6790,3472,15611,29,0,200,UTILITY,29758,13482,29,3117,648,3,129,13,49,True,EUW1_7761548212,Challenger
6,18,Yone,4,1,False,False,12833,1,6,25329,5423,16,167755,22709,18435,903,0,100,TOP,199847,31823,239,6763,3690,9,25,0,12,False,EUW1_7761518407,Challenger
